-0.774505336	-159.9718371	-1.390746091	-247.9972087	0.453356367	-310.6447028	-3.245294947	-1528.42864	-0.716801154	-188.5529891	-0.023574612	393.6257089	4.685463138	3.273030303	3.4275	1
-0.731538411	-166.173685	-1.545638379	-255.6447785	0.210591469	-316.1990695	-2.797076084	-1564.293495	-0.827526246	-190.9024286	0.019924352	722.3411079	2.764233129	3.096346749	3.211323077	1
-1.392631799	-160.5790189	-2.256653642	-237.0532784	0.235362237	-304.8296596	-4.485777352	-1488.789412	-1.733406503	-180.0943957	0.059457624	364.1754386	4.069385965	3.025044248	3.149122807	1
-0.62469007	-164.7137693	-1.038980768	-249.7489829	0.44499544	-318.1921349	-4.018839119	-1566.261053	-0.83735624	-191.7262924	0.054402043	306.3924051	4.511468354	2.97480916	3.074835443	1
-0.668929659	-162.6430773	-1.72751256	-251.1015695	0.255977332	-309.7150185	-3.625284579	-1564.910178	-1.113950478	-193.0414777	0.110683133	407.0348837	3.678698225	2.90939759	2.994272997	1
-1.355585406	-156.0507087	-1.50268608	-243.6440596	0.154178141	-309.3328076	-3.310997723	-1459.635008	-1.636176457	-180.2437231	0.049180916	317.2879581	4.844648649	2.995865922	3.088206522	1
-0.871536476	-157.2093165	-1.802548218	-246.8093498	0.332118678	-309.536275	-5.342474072	-1496.633754	-0.869862023	-187.6978836	-0.00749692	310.1394231	3.167817259	2.981736842	3.07373057	1
-2.442608026	-157.7871695	-1.88369364	-231.4648645	0.322906417	-294.7057831	-3.814446059	-1447.927283	-1.066068983	-173.2866631	-0.256483187	313.2375887	3.656702899	2.920625	3.003522727	1
-1.15233361	-152.0020155	-1.81247242	-233.0910513	-0.001251171	-303.6200823	-4.435438541	-1436.74474	-0.845758642	-176.9850032	-0.083684475	253.1008403	3.832184874	2.923697479	2.985294118	1
-1.341161908	-153.4585162	-0.370447476	-238.9741225	0.299734016	-291.3929176	-2.618393904	-1461.617656	-0.663832346	-180.4963827	-0.175960847	289.5284091	3.483238636	2.935144509	2.987954545	1
-0.733265919	-0.192951813	-1.285065911	-0.379646777	0.45240065	-0.489203468	-2.916975852	-8.478931043	-0.565893674	-0.302542696	-0.057760522	325.4482759	6.537675439	3.119515419	3.297345133	1
-0.70334068	-0.441130749	-0.864338799	-0.689813543	0.064027778	-1.005573618	-3.202093317	-7.269999309	-0.978162445	-1.562071345	0.067635532	350.4487179	4.537971014	3.447080292	3.695882353	1
-0.212234302	-1.093204741	-1.851187376	-1.348430532	-0.006377875	-2.00765214	-2.295037009	-18.15133552	-0.69950705	-1.719925646	0.160487469	319.112782	5.474724409	3.083571429	3.280238095	0
-4.707638096	-3.738746522	-7.506467022	-6.591252516	-0.823957387	-7.087139463	-13.74283298	-43.58960024	-5.40670925	-5.271588634	0.05067727	342.8278689	4.285489362	3.001888412	3.115236052	0
-30.2719589	-75.15264188	-59.99549414	-113.2152981	-10.34630115	-126.4828802	-87.53366235	-616.301609	-29.97352185	-71.30235533	-0.011843514	260.1647059	4.65510917	3.199822222	3.333818182	0
0.339008687	0.488361451	-0.188397863	-0.065211061	0.676026677	-0.054754651	-0.556347855	-4.831103194	0.066624081	0.278345106	0.163989926	360.9008264	5.653333333	3.024304348	3.202347826	0
-0.669904468	-1.159926144	-0.746350175	-3.649349059	0.532432282	-2.330455055	-3.088490641	-22.56417606	-0.916630114	-1.638465945	0.061772771	265.942029	3.960429688	3.024615385	3.171405622	0
-18.50747271	-18.31343153	-38.46858034	-35.71959413	-4.995097262	-35.364911	-59.65877268	-247.3328465	-18.96057435	-26.09332868	0.004431176	292.80625	4.377959184	3.552986111	3.835277778	0
-1.313303459	-1.79451841	-1.407743114	-2.928880417	0.274802574	-2.421979887	-4.441214753	-23.58856104	-0.635560155	-1.375950633	-0.178463436	285.0897959	4.669023256	2.969906542	3.121448598	0
-11.12716794	-10.55511909	-17.20930644	-15.59682585	-3.540310135	-13.5751915	-27.96865654	-97.58059593	-12.02382475	-14.13633615	0.028608745	295.9612903	3.565905797	2.998278388	3.114615385	0
0.009127343	0.460324199	0.041404609	0.120602477	0.418898978	-0.356801831	-1.951772586	-4.839036105	-0.721816664	-0.077655558	0.262903624	319.7043478	4.134956522	3.074565217	3.308478261	0
-3.378294746	-7.677117348	-5.818176649	-11.97795088	-0.713847867	-11.58495662	-10.13078937	-78.39207687	-5.499355858	-11.19386029	0.188201878	319.805	4.467263158	3.09486631	3.330947368	0
-0.648268435	0.333515302	-0.560675488	-1.451078118	0.069972347	-0.327511275	-2.330738932	-9.102309396	-1.024699526	-0.349745071	0.095506502	378.6875	4.719444444	2.878680556	2.968125	0
-0.44435218	0.366544808	-1.799606864	-1.695521922	0.207742013	-0.240445161	-3.044644347	-11.75783966	-1.564182105	-1.445919161	0.272849377	286.1919192	2.841565657	2.69959596	2.710858586	0
-0.709726557	-1.892494916	-2.162262115	-3.991128767	0.081677454	-1.799862925	-3.525385736	-19.7246891	-0.811725247	-1.969311693	0.021920033	519.0656934	3.469270073	2.871605839	3.015147059	0
-1.120841773	0.283308299	-1.190070092	-0.549428688	0.379343417	-0.78991859	-3.653384648	-7.45389935	-1.085869905	-0.195786215	-0.015361847	342.8923513	3.189716714	2.676028571	2.7204	0
-0.913134082	0.247699499	-1.959798439	-0.596915825	0.318450788	-1.64802584	-3.820256057	-7.441501033	-0.940077253	-0.420151292	-5.70E-05	267.0246914	3.376489362	2.69043956	2.742679045	0
-0.532593416	-1.08339623	-0.670602963	-2.107080089	0.472799367	-2.428531555	-2.560224287	-20.22196452	-0.625282635	-3.15576349	0.022306979	291.5956044	3.483701923	2.839877451	2.95496368	0
-6.058735252	-3.854053057	-6.116766719	-6.804448596	-1.261773884	-10.22354374	-17.48100894	-44.01887685	-5.399927449	-5.395884144	-0.055980545	292.8478873	3.700732394	2.880762712	2.977605634	0
-1.169059345	-1.397107606	-2.179174205	-3.427619982	-0.00120262	-2.846477259	-5.087360042	-20.71018037	-1.514186927	-2.407533843	0.066679335	324.6598101	3.562273476	2.826826446	2.871192053	0
-4.033986169	-5.040019033	-7.719271409	-8.352951945	-0.828093344	-8.971011077	-15.44626936	-57.59347413	-5.055942511	-6.860813256	0.085157674	259.9517544	4.371064815	3.321448598	3.520841121	0
0.033794867	0.591104244	-0.037245941	0.254343463	0.669836178	-0.145126889	-1.011251251	-3.899978568	0.102380945	0.302554989	-0.043836602	344.6510417	3.880481283	3.017795699	3.138978495	0
0.527828957	0.38490554	0.230384062	0.115612886	0.741677658	0.356474816	-0.779996098	-3.15912525	0.109081243	0.224596198	0.300806822	299.3975904	4.003016529	2.970666667	3.12340249	1
-5.062089752	-20.48763115	-7.446631376	-32.75840452	-1.200301787	-32.65056723	-17.53396654	-178.9434743	-6.105096878	-25.23809149	0.072203525	287.9710611	3.767458746	3.088733333	3.240066225	1
-0.073089492	0.593301123	0.621844731	0.537282144	0.782922738	0.363676548	-0.78731231	-1.493928917	0.056259644	0.229579636	-0.071152106	335.8984962	2.987777778	2.909473684	3.002543103	1
0.334897537	0.48018802	0.260175144	0.08258224	0.693881414	-0.21855373	-1.75363701	-3.518669769	0.087168481	0.208409096	0.150112567	313.0199203	3.613651452	2.764579832	2.898529412	1
-1.744464613	-0.887220463	-3.318735536	-2.189724441	0.013054544	-2.830016793	-6.649875339	-20.54203823	-2.577879399	-1.438457831	0.124887193	312.6378601	3.954660633	3.055253456	3.189810427	1
0.39668409	0.452672285	0.416418231	0.447091808	0.713074123	-0.061618931	-0.377912132	-3.600562322	0.191967182	0.242546832	0.138142406	262.4339623	2.710034602	2.676183746	2.704808362	1
0.170716509	0.537661265	0.344756739	0.237935301	0.606450175	-0.048762364	-1.167242261	-3.321948153	-0.010272975	0.017259114	0.091401564	298.7947214	4.954012346	2.917151703	3.027770898	1
-2.947693629	-6.062512155	-3.011149393	-8.683728504	-0.110029143	-8.472155339	-8.919219024	-56.87936139	-2.896885355	-9.203013849	-0.013525643	276.3163842	4.18630094	2.875333333	2.957753165	1
-0.588235559	-6.215858478	-0.335364663	-2.233503217	-0.135370289	-0.030659925	-0.942658585	-4.383995243	-0.092588742	-5.11114761	-0.198384398	245.7142857	5.153915094	3.419666667	3.444896907	0
0.606802522	-0.950874904	0.321916679	-0.107862221	0.129786806	0.797194048	0.423598626	0.542741465	0.549784657	-0.57300514	0.053642184	284.4120172	4.098333333	3.57480198	3.623435897	0
0.616799307	-0.425058448	0.664958662	0.624832181	0.534358472	0.863651206	0.528361745	0.692176601	0.534131979	-0.033137474	0.083463846	283.8529412	5.285982906	3.340347826	3.322956522	0
0.196704153	-9.964315754	0.635072256	0.349202112	0.292691893	0.789475859	0.688023369	-0.092110672	0.820097032	0.016438751	-0.642351013	334.554878	4.043301587	3.488823529	3.477156863	0
0.037642652	-1.772384923	0.564622988	0.487163544	-0.720339397	0.820475179	-0.228400038	-0.01324276	0.245536517	0.175173495	-0.134875866	335.4825871	6.504970414	3.4619375	3.390496894	0
-0.377168556	-7.615399623	-0.952559124	-7.806640864	-0.055612079	-0.798713634	-0.958063578	-9.39075262	-0.257715141	-6.044186057	-0.059310063	353.2265625	4.647379913	3.589461883	3.559276018	0
0.345014679	-6.932459109	0.452402008	-0.627348699	0.13056202	0.684661241	0.747074899	-0.081377445	0.374458768	-2.989690513	-0.036994191	379.6632124	3.813195266	3.395361446	3.363353659	0
0.374265516	-1.166777022	0.357154682	0.729777128	0.182521367	0.805167389	0.478953668	0.597977323	0.554956586	-0.108343507	-0.182328727	454.5	3.405809129	3.787647059	3.814100418	0
-0.070943523	-9.506589516	-0.032782045	-1.988022238	0.317094846	0.162751986	-0.30437629	-4.003612592	0.150553512	-2.012288925	-0.129143266	374.3014706	4.816367188	3.504859438	3.438486056	0
0.206428932	-1.70145707	0.626047286	0.270815842	0.735408779	0.857748257	0.722172928	0.361271262	0.6346063	-0.124622012	-0.381485615	507.3590504	4.116302251	3.608993506	3.583214286	0
0.383930046	-2.930512682	0.735056541	0.629763218	0.627549565	0.844967814	0.541713285	0.330463429	0.579216268	-1.011687548	-0.201824741	312.42	4.432209945	3.596424581	3.609111111	1
0.727721496	0.628074411	0.514406925	0.378427148	0.584470485	0.675418552	0.356935497	-0.117690233	0.49886858	0.338522018	0.28306247	313.1025641	3.315652174	3.407910448	3.367205882	1
0.711566928	0.213890073	0.571003679	-1.249913746	0.76592202	0.822565944	0.37522901	-0.30984797	0.627438472	0.281755598	0.11346554	464.0985915	4.239193548	3.597377049	3.484230769	0
0.414414143	-0.171443635	0.308475737	-0.161028988	0.185794098	0.504401236	0.002564942	-1.421239218	0.39235519	-0.549035569	0.004475531	403.4570384	3.663752577	3.589977427	3.608090129	0
0.797560781	0.805791507	0.694403275	0.505264621	0.828773757	0.896052572	0.568841019	0.715974872	0.743169935	0.746715989	0.104590285	251.7835821	4.35487395	3.33137931	3.35125	0
-242.6850129	-439.8569492	-2.029948002	-14.03181947	0.092477934	-1.674276128	-2.234736809	-13.98693844	-0.591223136	-5.33907428	-0.987381385	388.8939394	4.843535354	3.515511364	3.535245902	0
0.539745989	-0.088619909	0.5850493	0.636763376	0.487736874	0.728751883	0.665681495	-0.252908144	0.58490093	-0.132753465	-0.065549826	341.8188406	4.458043478	3.499347826	3.580441176	0
0.677454296	-1.146766477	0.636358204	-1.996581326	0.576519123	-0.476543487	0.639266247	-6.29014862	0.625606035	-2.985290839	0.060444823	281.6219512	4.1596	3.372666667	3.369016393	0
0.594894454	0.524035401	0.438639074	-0.073732628	0.462125709	0.798916393	0.417569226	-0.281115595	0.646908429	0.362629265	-0.082535216	399.6204082	4.665420168	3.356554622	3.409831933	0
0.743401369	0.077892458	0.709386574	0.338940088	0.523619913	0.897837494	0.767372124	0.616601209	0.735941613	0.336801108	0.000315272	315.7153285	4.719847328	3.591538462	3.623769231	0
